"","A5.22","A1.21","A2.22","A2.41","A2.72","A4.12","A4.22","A4.25","A4.71","A5.21","A5.31","A5.41","A5.51","A5.12","sbgr","h.lvl","l.lvl","eunis.code.gis"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A2.3"
"2","A5.22",NA,NA,NA,NA,NA,NA,NA,NA,"A5.21",NA,NA,NA,NA,"2a","4","3","A5.2"
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A5.6"
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A5.12","2a","4","3","A5.1"
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A5.41",NA,NA,"2a","4","3","A5.4"
"6",NA,NA,"A2.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A2.2"
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A2.5"
"8",NA,NA,NA,"A2.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A2.4"
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A1.3"
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A3.2"
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A3.3"
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a","4","3","A3.1"
