"","A5.22","A1.21","A2.22","A2.41","A2.72","A4.12","A4.22","A4.25","A4.71","A5.21","A5.31","A5.41","A5.51","A5.12","sbgr","h.lvl","l.lvl","eunis.code.gis"
"1",NA,NA,"A2.22","A2.41","A2.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4d","4","2","A2"
"2",NA,"A1.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4d","4","2","A1"
